app_id, name, version, language, os_type, platform, legacy, path
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.200.0, da_DK, mac, , 0,v6/6.9.200.0/ees_osx_dan.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.200.0, nl_NL, mac, , 0,v6/6.9.200.0/ees_osx_nld.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.200.0, ja_JP, mac, , 0,v6/6.9.200.0/ees_osx_jpn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.200.0, fr_CA, mac, , 0,v6/6.9.200.0/ees_osx_frc.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, zh_CN, mac, , 0,v6/6.9.60.3/ees_osx_chs.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, nl_NL, mac, , 0,v6/6.9.60.3/ees_osx_nld.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, fr_CA, mac, , 0,v6/6.9.60.3/eea_osx_frc.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, sk_SK, mac, , 0,v6/6.9.60.3/eea_osx_sky.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, ko_KR, mac, , 0,v6/6.9.60.3/eea_osx_kor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, de_DE, mac, , 0,v6/6.9.60.3/eea_osx_deu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, cs_CZ, mac, , 0,v6/6.9.60.3/ees_osx_csy.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, th_TH, mac, , 0,v6/6.9.60.3/ees_osx_tha.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, sv_SE, mac, , 0,v6/6.9.60.3/ees_osx_sve.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, fr_CA, mac, , 0,v6/6.9.60.3/ees_osx_frc.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, de_DE, mac, , 0,v6/6.9.60.3/ees_osx_deu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, es_CL, mac, , 0,v6/6.9.60.3/ees_osx_esl.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, ru_RU, mac, , 0,v6/6.9.60.3/ees_osx_rus.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, en_US, mac, , 0,v6/6.9.60.3/eea_osx_enu.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, es_ES, mac, , 0,v6/6.9.60.3/eea_osx_esn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, da_DK, mac, , 0,v6/6.9.60.3/ees_osx_dan.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, pl_PL, mac, , 0,v6/6.9.60.3/ees_osx_plk.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, hu_HU, mac, , 0,v6/6.9.60.3/eea_osx_hun.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, en_US, mac, , 0,v6/6.9.60.3/ees_osx_enu.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, da_DK, mac, , 0,v6/6.9.60.3/eea_osx_dan.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, th_TH, mac, , 0,v6/6.9.60.3/eea_osx_tha.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, cs_CZ, mac, , 0,v6/6.9.60.3/eea_osx_csy.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, zh_TW, mac, , 0,v6/6.9.60.3/ees_osx_cht.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, hu_HU, mac, , 0,v6/6.9.60.3/ees_osx_hun.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, nl_NL, mac, , 0,v6/6.9.60.3/eea_osx_nld.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, nb_NO, mac, , 0,v6/6.9.60.3/eea_osx_nor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, zh_TW, mac, , 0,v6/6.9.60.3/eea_osx_cht.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, nb_NO, mac, , 0,v6/6.9.60.3/ees_osx_nor.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, it_IT, mac, , 0,v6/6.9.60.3/ees_osx_ita.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, fi_FI, mac, , 0,v6/6.9.60.3/ees_osx_fin.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, pt_BR, mac, , 0,v6/6.9.60.3/eea_osx_ptb.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, sv_SE, mac, , 0,v6/6.9.60.3/eea_osx_sve.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, ru_RU, mac, , 0,v6/6.9.60.3/eea_osx_rus.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, it_IT, mac, , 0,v6/6.9.60.3/eea_osx_ita.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, ko_KR, mac, , 0,v6/6.9.60.3/ees_osx_kor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, es_CL, mac, , 0,v6/6.9.60.3/eea_osx_esl.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, zh_CN, mac, , 0,v6/6.9.60.3/eea_osx_chs.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, es_ES, mac, , 0,v6/6.9.60.3/ees_osx_esn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, pt_BR, mac, , 0,v6/6.9.60.3/ees_osx_ptb.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, fr_FR, mac, , 0,v6/6.9.60.3/ees_osx_fra.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, fi_FI, mac, , 0,v6/6.9.60.3/eea_osx_fin.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, pl_PL, mac, , 0,v6/6.9.60.3/eea_osx_plk.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.3, sk_SK, mac, , 0,v6/6.9.60.3/ees_osx_sky.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.3, fr_FR, mac, , 0,v6/6.9.60.3/eea_osx_fra.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, sk_SK, mac, , 1,v6/6.9.60.0/eea_osx_sky.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, pt_BR, mac, , 1,v6/6.9.60.0/eea_osx_ptb.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, es_CL, mac, , 1,v6/6.9.60.0/eea_osx_esl.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, cs_CZ, mac, , 1,v6/6.9.60.0/eea_osx_csy.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, fi_FI, mac, , 1,v6/6.9.60.0/eea_osx_fin.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, sv_SE, mac, , 1,v6/6.9.60.0/eea_osx_sve.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, fr_CA, mac, , 1,v6/6.9.60.0/eea_osx_frc.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, de_DE, mac, , 1,v6/6.9.60.0/eea_osx_deu.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, ru_RU, mac, , 1,v6/6.9.60.0/eea_osx_rus.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, th_TH, mac, , 1,v6/6.9.60.0/eea_osx_tha.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, it_IT, mac, , 1,v6/6.9.60.0/eea_osx_ita.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, zh_CN, mac, , 1,v6/6.9.60.0/eea_osx_chs.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, es_ES, mac, , 1,v6/6.9.60.0/eea_osx_esn.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, hu_HU, mac, , 1,v6/6.9.60.0/eea_osx_hun.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, en_US, mac, , 1,v6/6.9.60.0/eea_osx_enu.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, pl_PL, mac, , 1,v6/6.9.60.0/eea_osx_plk.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, nb_NO, mac, , 1,v6/6.9.60.0/eea_osx_nor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, ko_KR, mac, , 1,v6/6.9.60.0/eea_osx_kor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, zh_TW, mac, , 1,v6/6.9.60.0/eea_osx_cht.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, da_DK, mac, , 1,v6/6.9.60.0/eea_osx_dan.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, nl_NL, mac, , 1,v6/6.9.60.0/eea_osx_nld.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.9.60.0, fr_FR, mac, , 1,v6/6.9.60.0/eea_osx_fra.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, de_DE, mac, , 1,v6/6.9.60.0/ees_osx_deu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, sv_SE, mac, , 1,v6/6.9.60.0/ees_osx_sve.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, zh_CN, mac, , 1,v6/6.9.60.0/ees_osx_chs.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, sk_SK, mac, , 1,v6/6.9.60.0/ees_osx_sky.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, da_DK, mac, , 1,v6/6.9.60.0/ees_osx_dan.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, en_US, mac, , 1,v6/6.9.60.0/ees_osx_enu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, es_CL, mac, , 1,v6/6.9.60.0/ees_osx_esl.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, it_IT, mac, , 1,v6/6.9.60.0/ees_osx_ita.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, fi_FI, mac, , 1,v6/6.9.60.0/ees_osx_fin.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, th_TH, mac, , 1,v6/6.9.60.0/ees_osx_tha.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, ru_RU, mac, , 1,v6/6.9.60.0/ees_osx_rus.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, fr_CA, mac, , 1,v6/6.9.60.0/ees_osx_frc.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, es_ES, mac, , 1,v6/6.9.60.0/ees_osx_esn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, hu_HU, mac, , 1,v6/6.9.60.0/ees_osx_hun.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, ko_KR, mac, , 1,v6/6.9.60.0/ees_osx_kor.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, cs_CZ, mac, , 1,v6/6.9.60.0/ees_osx_csy.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, nb_NO, mac, , 1,v6/6.9.60.0/ees_osx_nor.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, pt_BR, mac, , 1,v6/6.9.60.0/ees_osx_ptb.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, fr_FR, mac, , 1,v6/6.9.60.0/ees_osx_fra.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, nl_NL, mac, , 1,v6/6.9.60.0/ees_osx_nld.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, pl_PL, mac, , 1,v6/6.9.60.0/ees_osx_plk.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.9.60.0, zh_TW, mac, , 1,v6/6.9.60.0/ees_osx_cht.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, ko_KR, mac, , 0,v6/6.8.400.0/ees_osx_kor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, it_IT, mac, , 0,v6/6.8.400.0/eea_osx_ita.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, ja_JP, mac, , 0,v6/6.8.400.0/eea_osx_jpn.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, es_ES, mac, , 0,v6/6.8.400.0/eea_osx_esn.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, de_DE, mac, , 0,v6/6.8.400.0/eea_osx_deu.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, cs_CZ, mac, , 0,v6/6.8.400.0/eea_osx_csy.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, es_CL, mac, , 0,v6/6.8.400.0/eea_osx_esl.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, nl_NL, mac, , 0,v6/6.8.400.0/eea_osx_nld.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, sk_SK, mac, , 0,v6/6.8.400.0/eea_osx_sky.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, ru_RU, mac, , 0,v6/6.8.400.0/eea_osx_rus.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, nb_NO, mac, , 0,v6/6.8.400.0/ees_osx_nor.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, nl_NL, mac, , 0,v6/6.8.400.0/ees_osx_nld.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, cs_CZ, mac, , 0,v6/6.8.400.0/ees_osx_csy.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, hu_HU, mac, , 0,v6/6.8.400.0/eea_osx_hun.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, pl_PL, mac, , 0,v6/6.8.400.0/ees_osx_plk.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, ko_KR, mac, , 0,v6/6.8.400.0/eea_osx_kor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, zh_TW, mac, , 0,v6/6.8.400.0/eea_osx_cht.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, zh_CN, mac, , 0,v6/6.8.400.0/ees_osx_chs.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, pt_BR, mac, , 0,v6/6.8.400.0/eea_osx_ptb.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, fi_FI, mac, , 0,v6/6.8.400.0/ees_osx_fin.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, nb_NO, mac, , 0,v6/6.8.400.0/eea_osx_nor.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, it_IT, mac, , 0,v6/6.8.400.0/ees_osx_ita.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, da_DK, mac, , 0,v6/6.8.400.0/eea_osx_dan.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, zh_CN, mac, , 0,v6/6.8.400.0/eea_osx_chs.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, da_DK, mac, , 0,v6/6.8.400.0/ees_osx_dan.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, es_CL, mac, , 0,v6/6.8.400.0/ees_osx_esl.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, fr_CA, mac, , 0,v6/6.8.400.0/eea_osx_frc.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, fr_FR, mac, , 0,v6/6.8.400.0/ees_osx_fra.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, fr_CA, mac, , 0,v6/6.8.400.0/ees_osx_frc.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, sk_SK, mac, , 0,v6/6.8.400.0/ees_osx_sky.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, ja_JP, mac, , 0,v6/6.8.400.0/ees_osx_jpn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, de_DE, mac, , 0,v6/6.8.400.0/ees_osx_deu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, es_ES, mac, , 0,v6/6.8.400.0/ees_osx_esn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, zh_TW, mac, , 0,v6/6.8.400.0/ees_osx_cht.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, en_US, mac, , 0,v6/6.8.400.0/ees_osx_enu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, th_TH, mac, , 0,v6/6.8.400.0/ees_osx_tha.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, hu_HU, mac, , 0,v6/6.8.400.0/ees_osx_hun.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, th_TH, mac, , 0,v6/6.8.400.0/eea_osx_tha.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, en_US, mac, , 0,v6/6.8.400.0/eea_osx_enu.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, sv_SE, mac, , 0,v6/6.8.400.0/eea_osx_sve.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, pl_PL, mac, , 0,v6/6.8.400.0/eea_osx_plk.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, fr_FR, mac, , 0,v6/6.8.400.0/eea_osx_fra.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, ru_RU, mac, , 0,v6/6.8.400.0/ees_osx_rus.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, pt_BR, mac, , 0,v6/6.8.400.0/ees_osx_ptb.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.400.0, sv_SE, mac, , 0,v6/6.8.400.0/ees_osx_sve.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.400.0, fi_FI, mac, , 0,v6/6.8.400.0/eea_osx_fin.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, zh_CN, mac, , 0,v6/6.8.2.0/eea_osx_chs.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, de_DE, mac, , 0,v6/6.8.2.0/ees_osx_deu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, da_DK, mac, , 0,v6/6.8.2.0/ees_osx_dan.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, es_CL, mac, , 0,v6/6.8.2.0/ees_osx_esl.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, zh_CN, mac, , 0,v6/6.8.2.0/ees_osx_chs.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, it_IT, mac, , 0,v6/6.8.2.0/ees_osx_ita.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, hu_HU, mac, , 0,v6/6.8.2.0/ees_osx_hun.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, nb_NO, mac, , 0,v6/6.8.2.0/ees_osx_nor.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, zh_TW, mac, , 0,v6/6.8.2.0/ees_osx_cht.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, sk_SK, mac, , 0,v6/6.8.2.0/ees_osx_sky.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, en_US, mac, , 0,v6/6.8.2.0/ees_osx_enu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, fr_FR, mac, , 0,v6/6.8.2.0/ees_osx_fra.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, nl_NL, mac, , 0,v6/6.8.2.0/ees_osx_nld.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, ja_JP, mac, , 0,v6/6.8.2.0/eea_osx_jpn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, pt_BR, mac, , 0,v6/6.8.2.0/ees_osx_ptb.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, ko_KR, mac, , 0,v6/6.8.2.0/eea_osx_kor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, sv_SE, mac, , 0,v6/6.8.2.0/eea_osx_sve.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, ru_RU, mac, , 0,v6/6.8.2.0/ees_osx_rus.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, fr_FR, mac, , 0,v6/6.8.2.0/eea_osx_fra.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, it_IT, mac, , 0,v6/6.8.2.0/eea_osx_ita.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, sk_SK, mac, , 0,v6/6.8.2.0/eea_osx_sky.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, th_TH, mac, , 0,v6/6.8.2.0/ees_osx_tha.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, fi_FI, mac, , 0,v6/6.8.2.0/eea_osx_fin.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, ja_JP, mac, , 0,v6/6.8.2.0/ees_osx_jpn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, ko_KR, mac, , 0,v6/6.8.2.0/ees_osx_kor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, nb_NO, mac, , 0,v6/6.8.2.0/eea_osx_nor.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, pt_BR, mac, , 0,v6/6.8.2.0/eea_osx_ptb.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, de_DE, mac, , 0,v6/6.8.2.0/eea_osx_deu.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, sv_SE, mac, , 0,v6/6.8.2.0/ees_osx_sve.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, fr_CA, mac, , 0,v6/6.8.2.0/ees_osx_frc.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, es_ES, mac, , 0,v6/6.8.2.0/ees_osx_esn.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, cs_CZ, mac, , 0,v6/6.8.2.0/ees_osx_csy.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, cs_CZ, mac, , 0,v6/6.8.2.0/eea_osx_csy.pkg,
com.eset.apps.business.ees.mac, ESET Endpoint Security for OS X, 6.8.2.0, pl_PL, mac, , 0,v6/6.8.2.0/ees_osx_plk.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, th_TH, mac, , 0,v6/6.8.2.0/eea_osx_tha.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, nl_NL, mac, , 0,v6/6.8.2.0/eea_osx_nld.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, es_ES, mac, , 0,v6/6.8.2.0/eea_osx_esn.pkg,
com.eset.apps.business.eea.mac, ESET Endpoint Antivirus for OS X, 6.8.2.0, es_CL, mac, , 0,v6/6.8.2.0/eea_osx_esl.pkg,
